label,example_id,dataset,old_name,new_name,delta_mean_nll,orig_mean_nll,sub_mean_nll,orig_num_tokens,sub_num_tokens,orig_tokens,sub_tokens,orig_token_nlls,sub_token_nlls,first_line,first_column,binding_context,selection_reason,original_test_passed,perturbed_test_passed
prefers_original,BigCodeBench/5,bigcodebench,v,vals,14.062549591064453,0.007762908935546875,14.0703125,1,1,Ġv,Ġvals,0.0078,14.0703,7,15,"for k, v in random_dict.items()","'v' is an internal local (unknown) appearing 5x; renaming to 'vals' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/10,bigcodebench,random_nums,samples,6.385091145833333,1.6031901041666667,7.98828125,3,1,Ġrandom _ nums,Ġsamples,3.7637 0.5186 0.5273,7.9883,11,4,"random_nums = [random.randint(0, RANGE) for _ in range(total_nums)]","'random_nums' is an internal local (index) appearing 4x; renaming to 'samples' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/11,bigcodebench,random_nums,samples,6.183919270833333,1.7496744791666667,7.93359375,3,1,Ġrandom _ nums,Ġsamples,3.5801 0.6846 0.9844,7.9336,9,4,"random_nums = [random.randint(0, max_value) for _ in range(total_nums)]","'random_nums' is an internal local (index) appearing 4x; renaming to 'samples' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/37,bigcodebench,ax,axes,6.00390625,6.23828125,12.2421875,1,1,Ġax,Ġaxes,6.2383,12.2422,15,4,"ax = sns.barplot(x=feature_imp, y=feature_imp.index)","'ax' is an internal local (unknown) appearing 5x; renaming to 'axes' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/8,bigcodebench,random_nums,samples,5.9884033203125,2.5428466796875,8.53125,3,1,Ġrandom _ nums,Ġsamples,6.6797 0.1539 0.7949,8.5312,9,4,"random_nums = [randint(0, RANGE) for _ in range(total_nums)]","'random_nums' is an internal local (index) appearing 2x; renaming to 'samples' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/17,bigcodebench,proc,process_obj,5.125857671101888,0.0023975372314453125,5.128255208333333,1,3,Ġproc,Ġprocess _ obj,0.0024,9.0781 2.9082 3.3984,6,31,is_running = any([proc for proc in psutil.process_iter() if proc.name() == process_name]),"'proc' is an internal local (unknown) appearing 3x; renaming to 'process_obj' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/9,bigcodebench,df,dataframe,4.205078125,3.306640625,7.51171875,1,1,Ġdf,Ġdataframe,3.3066,7.5117,5,4,"df = pd.DataFrame(list_of_pairs, columns=[""Category"", ""Value""])","'df' is an internal local (unknown) appearing 3x; renaming to 'dataframe' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/20,bigcodebench,df,dataframe,4.1787109375,1.2197265625,5.3984375,1,1,Ġdf,Ġdataframe,1.2197,5.3984,5,4,df = pd.read_csv(csv_file),"'df' is an internal local (unknown) appearing 7x; renaming to 'dataframe' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/38,bigcodebench,df,dataframe,3.484375,3.7421875,7.2265625,1,1,Ġdf,Ġdataframe,3.7422,7.2266,9,4,"df = pd.DataFrame(standardized_data, columns=FEATURE_NAMES)","'df' is an internal local (unknown) appearing 5x; renaming to 'dataframe' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/29,bigcodebench,encoded_data,encoded_payload,2.721354166666667,1.0061442057291667,3.7274983723958335,3,3,Ġencoded _ data,Ġencoded _ payload,1.6572 0.2206 1.1406,1.6572 0.2206 9.3047,8,4,encoded_data = base64.b64encode(standardized_data_str.encode('ascii')).decode('ascii'),"'encoded_data' is an internal local (unknown) appearing 2x; renaming to 'encoded_payload' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/31,bigcodebench,freq,frequencies,2.3828125,8.4296875,10.8125,1,1,Ġfreq,Ġfrequencies,8.4297,10.8125,16,4,freq = nltk.FreqDist(dollar_words),"'freq' is an internal local (unknown) appearing 4x; renaming to 'frequencies' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/4,bigcodebench,count_dict,counts,1.9254557291666665,2.4847005208333335,4.41015625,3,1,Ġcount _ dict,Ġcounts,3.8965 1.8887 1.6689,4.4102,4,4,count_dict = Counter(itertools.chain.from_iterable(d.values())),"'count_dict' is an internal local (unknown) appearing 2x; renaming to 'counts' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/21,bigcodebench,system_info,info,1.8294270833333335,2.4049479166666665,4.234375,3,1,Ġsystem _ info,Ġinfo,4.7266 1.4326 1.0557,4.2344,4,4,system_info = {},"'system_info' is an internal local (unknown) appearing 5x; renaming to 'info' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/28,bigcodebench,json_data,json_text,1.6748046875000002,1.8653157552083333,3.5401204427083335,3,3,Ġjson _ data,Ġjson _ text,5.0469 0.1946 0.3545,5.0469 0.1946 5.3789,5,4,json_data = json.dumps(data),"'json_data' is an internal local (unknown) appearing 2x; renaming to 'json_text' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/6,bigcodebench,log_files,matching_files,1.6570027669270835,1.26861572265625,2.9256184895833335,3,3,Ġlog _ files,Ġmatching _ files,2.4609 0.1066 1.2383,7.9297 0.2432 0.6040,4,4,"log_files = [f for f in os.listdir(log_dir) if re.match(pattern, f)]","'log_files' is an internal local (unknown) appearing 5x; renaming to 'matching_files' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/33,bigcodebench,second_values,values,1.497721354166667,4.799153645833333,6.296875,3,1,Ġsecond _ values,Ġvalues,8.5625 0.3506 5.4844,6.2969,4,4,second_values = [pair[1] for pair in list_of_pairs],"'second_values' is an internal local (unknown) appearing 2x; renaming to 'values' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/1,bigcodebench,random_string,generated_string,1.3241373697916667,1.6503092447916667,2.9744466145833335,3,3,Ġrandom _ string,Ġgenerated _ string,3.3711 0.4744 1.1055,7.1836 0.5405 1.1992,7,4,"random_string = ''.join(random.choices(string.ascii_uppercase + string.ascii_lowercase, k=length))","'random_string' is an internal local (unknown) appearing 2x; renaming to 'generated_string' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/27,bigcodebench,json_data,json_text,1.0543619791666665,1.12872314453125,2.1830851236979165,3,3,Ġjson _ data,Ġjson _ text,1.9688 0.0883 1.3291,1.9688 0.0883 4.4922,9,4,json_data = json.dumps(data),"'json_data' is an internal local (unknown) appearing 2x; renaming to 'json_text' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/30,bigcodebench,f,file_obj,0.9964192708333333,0.734375,1.7307942708333333,1,3,Ġf,Ġfile _ obj,0.7344,1.7656 1.8486 1.5781,20,33,"with open(file_path, 'r') as f:","'f' is an internal local (unknown) appearing 2x; renaming to 'file_obj' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/25,bigcodebench,json_str,json_text,0.8955078125,2.26025390625,3.15576171875,3,3,Ġjson _ str,Ġjson _ text,5.0547 0.1587 1.5674,5.0547 0.1587 4.2539,5,4,json_str = json.dumps(data_dict),"'json_str' is an internal local (unknown) appearing 2x; renaming to 'json_text' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/24,bigcodebench,salt,salt_bytes,0.6110026041666667,1.24609375,1.8570963541666667,1,3,Ġsalt,Ġsalt _ bytes,1.2461,1.2461 2.9551 1.3701,7,4,salt = os.urandom(SALT_LENGTH),"'salt' is an internal local (unknown) appearing 3x; renaming to 'salt_bytes' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/12,bigcodebench,log_data,log_record,0.580729166666667,2.0787760416666665,2.6595052083333335,3,3,Ġlog _ data,Ġlog _ record,2.6992 0.5957 2.9414,2.6992 0.5957 4.6836,6,4,log_data = {},"'log_data' is an internal local (unknown) appearing 6x; renaming to 'log_record' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
prefers_original,BigCodeBench/7,bigcodebench,reader,csv_reader,0.5780843098958333,0.55419921875,1.1322835286458333,1,3,Ġreader,Ġcsv _ reader,0.5542,2.7266 0.1327 0.5376,6,8,reader = csv.reader(f),"'reader' is an internal local (unknown) appearing 3x; renaming to 'csv_reader' preserves its role, collides with nothing in source_code, and is not a parameter/import/global/attribute.",True,True
